,Time,T1,T2,t1,t2,q1,q2,x,y,x_dot,y_dot,Fx,Fy,Fx_Mea,Fy_Mea
0,0.0,-2.0,0.0,0.01831501831501825,0.006105006105006083,0.556,0.366,0.36924698045161364,0.147685617323637,0.005980934305670859,0.006550128450226506,-6.915477265598822,2.6504846965721045,-0.0024151024408638477,0.005676130298525095
1,0.015882015228271484,-2.0,0.0,0.006105006105006083,0.006105006105006083,0.556,0.366,0.36924698045161364,0.147685617323637,0.007611667278621106,-0.008059540207502627,-6.915477265598822,2.6504846965721045,-0.43882662057876587,-2.064749240875244
2,0.032006025314331055,-2.0,0.0,-1.9352869352869355,-0.006105006105006083,0.573,0.367,0.37311063162347946,0.14496049210024342,0.3291749696882294,-0.21574170171675205,-6.935050043746297,2.6659431509378826,-2.748134136199951,-10.036723136901855
3,0.04701805114746094,-2.0,0.0,-2.2893772893772883,0.006105006105006083,0.594,0.366,0.37801601238626625,0.14200288568641378,0.2007628495554196,-0.125149936556365,-6.971446184506452,2.6719358209632293,-3.8162827491760254,-11.568206787109375
4,0.06281304359436035,-2.0,0.0,-1.9963369963369964,-0.006105006105006083,0.589,0.366,0.3768746189209965,0.14276959424815072,-0.06871107565490339,0.049284309399797006,-6.963454445824066,2.668872839152554,-2.4567017555236816,-8.274434089660645
5,0.07861900329589844,-2.0,0.0,-2.0207570207570207,0.006105006105006083,0.588,0.366,0.3766458810020111,0.1429222505880653,-0.0017150670070567836,0.004519750572024132,-6.961879170808625,2.668269085837929,-2.274657726287842,-8.982579231262207
6,0.09418392181396484,-2.0,0.0,-1.9963369963369964,0.006105006105006083,0.588,0.366,0.3766458810020111,0.1429222505880653,0.0037764744671974606,0.0008587435744146599,-6.961879170808625,2.668269085837929,-2.964689254760742,-9.032062530517578
7,0.10903096199035645,-2.0,0.0,-2.0207570207570207,-0.006105006105006083,0.588,0.366,0.3766458810020111,0.1429222505880653,0.0037764744671974606,0.0008587435744146599,-6.961879170808625,2.668269085837929,-2.6091620922088623,-8.81574535369873
8,0.12476801872253418,-2.0,0.0,-2.0085470085470085,0.006105006105006083,0.588,0.366,0.3766458810020111,0.1429222505880653,-0.0017150670070567836,0.004519750572024132,-6.961879170808625,2.668269085837929,-2.288667678833008,-8.885465621948242
9,0.13996291160583496,-2.0,0.0,-2.0085470085470085,-0.006105006105006083,0.588,0.366,0.3766458810020111,0.1429222505880653,0.0037764744671974606,0.0008587435744146599,-6.961879170808625,2.668269085837929,-2.7652244567871094,-8.742741584777832
10,0.1551668643951416,-2.0,0.0,-2.0085470085470085,0.006105006105006083,0.588,0.366,0.3766458810020111,0.1429222505880653,0.00949683016954563,-0.002954805381428541,-6.961879170808625,2.668269085837929,-2.646754026412964,-8.834859848022461
11,0.17121386528015137,-2.0,0.0,-2.0085470085470085,0.006105006105006083,0.588,0.366,0.3766458810020111,0.1429222505880653,0.00043223243058975467,0.010122348641231209,-6.961879170808625,2.668269085837929,-2.4011471271514893,-8.957524299621582
12,0.18651795387268066,-2.0,0.0,-1.9963369963369964,-0.01831501831501825,0.588,0.366,0.3766458810020111,0.1429222505880653,0.0037764744671974606,0.0008587435744146599,-6.961879170808625,2.668269085837929,-2.735825538635254,-8.792043685913086
13,0.2010939121246338,-2.0,0.0,-2.0207570207570207,-0.01831501831501825,0.588,0.366,0.3766458810020111,0.1429222505880653,0.0037764744671974606,0.0008587435744146599,-6.961879170808625,2.668269085837929,-2.5811405181884766,-8.84897232055664
14,0.21634697914123535,-2.0,0.0,-2.0085470085470085,-0.006105006105006083,0.588,0.366,0.3766458810020111,0.1429222505880653,0.0037764744671974606,0.0008587435744146599,-6.961879170808625,2.668269085837929,-2.4498369693756104,-8.813693046569824
15,0.23202300071716309,-2.0,0.0,-1.9963369963369964,-0.006105006105006083,0.588,0.366,0.3766458810020111,0.1429222505880653,0.00949683016954563,-0.002954805381428541,-6.961879170808625,2.668269085837929,-2.722499370574951,-8.770986557006836
16,0.24780893325805664,-2.0,0.0,-1.9963369963369964,-0.006105006105006083,0.588,0.366,0.3766458810020111,0.1429222505880653,0.0037764744671974606,0.0008587435744146599,-6.961879170808625,2.668269085837929,-2.547961711883545,-8.962727546691895
17,0.2637979984283447,-2.0,0.0,-2.032967032967033,0.006105006105006083,0.588,0.366,0.3766458810020111,0.1429222505880653,0.0037764744671974606,0.0008587435744146599,-6.961879170808625,2.668269085837929,-2.476470470428467,-8.807550430297852
18,0.2801539897918701,-2.0,0.0,-1.9841269841269842,-0.006105006105006083,0.588,0.367,0.37655987698686855,0.14269818964863284,0.0017123782757835944,-0.004518718523842422,-6.957640419103689,2.674627249261796,-2.71468186378479,-8.715460777282715
19,0.29606103897094727,-2.0,0.0,-1.9963369963369964,-0.006105006105006083,0.588,0.366,0.3766458810020111,0.1429222505880653,0.0037764744671974606,0.0008587435744146599,-6.961879170808625,2.668269085837929,-2.519707202911377,-8.91889762878418
20,0.3113279342651367,-2.0,0.0,-1.9963369963369964,-0.006105006105006083,0.588,0.366,0.3766458810020111,0.1429222505880653,0.005923773904843999,0.006461341643621736,-6.961879170808625,2.668269085837929,-2.509904384613037,-8.841423034667969
21,0.32709288597106934,-2.0,0.0,-1.9963369963369964,-0.006105006105006083,0.588,0.366,0.3766458810020111,0.1429222505880653,0.0037764744671974606,0.0008587435744146599,-6.961879170808625,2.668269085837929,-2.7054452896118164,-8.716659545898438
22,0.342850923538208,-2.0,0.0,-2.0085470085470085,-0.006105006105006083,0.588,0.366,0.3766458810020111,0.1429222505880653,0.0037764744671974606,0.0008587435744146599,-6.961879170808625,2.668269085837929,-2.506324291229248,-8.878972053527832
23,0.35895705223083496,-2.0,0.0,-1.9963369963369964,-0.006105006105006083,0.588,0.366,0.3766458810020111,0.1429222505880653,0.0037764744671974606,0.0008587435744146599,-6.961879170808625,2.668269085837929,-2.5302467346191406,-8.852532386779785
24,0.37403392791748047,-2.0,0.0,-2.0207570207570207,-0.006105006105006083,0.588,0.367,0.37655987698686855,0.14269818964863284,0.0017123782757835944,-0.004518718523842422,-6.957640419103689,2.674627249261796,-2.6811399459838867,-8.715229988098145
25,0.3899879455566406,-2.0,0.0,-2.0085470085470085,0.006105006105006083,0.588,0.366,0.3766458810020111,0.1429222505880653,0.0037764744671974606,0.0008587435744146599,-6.961879170808625,2.668269085837929,-2.511091947555542,-8.855192184448242
26,0.4048328399658203,-2.0,0.0,-2.0085470085470085,-0.006105006105006083,0.588,0.366,0.3766458810020111,0.1429222505880653,0.0037764744671974606,0.0008587435744146599,-6.961879170808625,2.668269085837929,-2.544731616973877,-8.855697631835938
27,0.4199509620666504,-2.0,0.0,-2.0085470085470085,0.01831501831501825,0.588,0.366,0.3766458810020111,0.1429222505880653,0.0037764744671974606,0.0008587435744146599,-6.961879170808625,2.668269085837929,-2.658574104309082,-8.75134563446045
28,0.43589186668395996,-2.0,0.0,-1.9963369963369964,0.006105006105006083,0.588,0.366,0.3766458810020111,0.1429222505880653,0.0037764744671974606,0.0008587435744146599,-6.961879170808625,2.668269085837929,-2.510937213897705,-8.809359550476074
29,0.4519228935241699,-2.0,0.0,-1.9963369963369964,0.006105006105006083,0.588,0.366,0.3766458810020111,0.1429222505880653,0.0037764744671974606,0.0008587435744146599,-6.961879170808625,2.668269085837929,-2.552316665649414,-8.816091537475586
30,0.4670069217681885,-2.0,0.0,-0.006105006105006083,0.006105006105006083,0.556,0.366,0.36924698045161364,0.147685617323637,-0.0017722274078836437,0.004430963765419363,-6.915477265598822,2.6504846965721045,-2.6345057487487793,-8.789060592651367
31,0.48288798332214355,-2.0,0.0,-1.9841269841269842,0.006105006105006083,0.588,0.366,0.3766458810020111,0.1429222505880653,0.0037764744671974606,0.0008587435744146599,-6.961879170808625,2.668269085837929,-2.520559787750244,-8.798460960388184
32,0.4978179931640625,-2.0,0.0,-1.9841269841269842,0.006105006105006083,0.588,0.366,0.3766458810020111,0.1429222505880653,0.00043223243058975467,0.010122348641231209,-6.961879170808625,2.668269085837929,-2.57491135597229,-8.785433769226074
33,0.5141148567199707,-2.0,0.0,-1.9841269841269842,0.006105006105006083,0.589,0.366,0.3768746189209965,0.14276959424815072,0.01163848132261533,0.002639329384776073,-6.963454445824066,2.668872839152554,-2.601850986480713,-8.805694580078125
34,0.529857873916626,-2.0,0.0,-1.9841269841269842,-0.006105006105006083,0.588,0.366,0.3766458810020111,0.1429222505880653,0.0037764744671974606,0.0008587435744146599,-6.961879170808625,2.668269085837929,-2.5226974487304688,-8.803544998168945
35,0.5450019836425781,-2.0,0.0,-2.0085470085470085,-0.006105006105006083,0.589,0.366,0.3768746189209965,0.14276959424815072,0.00949118188496879,-0.002963268684431003,-6.963454445824066,2.668872839152554,-2.591423273086548,-8.761792182922363
36,0.5606229305267334,-2.0,0.0,-2.0085470085470085,-0.006105006105006083,0.588,0.366,0.3766458810020111,0.1429222505880653,0.0037764744671974606,0.0008587435744146599,-6.961879170808625,2.668269085837929,-2.5802597999572754,-8.815245628356934
37,0.575861930847168,-2.0,0.0,-1.9841269841269842,0.01831501831501825,0.588,0.366,0.3766458810020111,0.1429222505880653,0.005923773904843999,0.006461341643621736,-6.961879170808625,2.668269085837929,-2.5257787704467773,-8.803668975830078
38,0.5915799140930176,-2.0,0.0,-2.0085470085470085,-0.006105006105006083,0.588,0.366,0.3766458810020111,0.1429222505880653,0.0037764744671974606,0.0008587435744146599,-6.961879170808625,2.668269085837929,-2.600193500518799,-8.743536949157715
39,0.6068558692932129,-2.0,0.0,-1.9963369963369964,0.006105006105006083,0.588,0.366,0.3766458810020111,0.1429222505880653,0.005923773904843999,0.006461341643621736,-6.961879170808625,2.668269085837929,-2.5695388317108154,-8.80414867401123
40,0.6223289966583252,-2.0,0.0,-2.0085470085470085,-0.006105006105006083,0.588,0.366,0.3766458810020111,0.1429222505880653,0.005923773904843999,0.006461341643621736,-6.961879170808625,2.668269085837929,-2.5304856300354004,-8.803227424621582
41,0.6381230354309082,-2.0,0.0,-2.0085470085470085,-0.006105006105006083,0.588,0.366,0.3766458810020111,0.1429222505880653,0.00043223243058975467,0.010122348641231209,-6.961879170808625,2.668269085837929,-2.600247383117676,-8.74470329284668
42,0.653372049331665,-2.0,0.0,-1.9841269841269842,0.006105006105006083,0.588,0.366,0.3766458810020111,0.1429222505880653,0.0037764744671974606,0.0008587435744146599,-6.961879170808625,2.668269085837929,-2.561647891998291,-8.792044639587402
43,0.6695020198822021,-2.0,0.0,-2.0085470085470085,-0.006105006105006083,0.588,0.366,0.3766458810020111,0.1429222505880653,0.0037764744671974606,0.0008587435744146599,-6.961879170808625,2.668269085837929,-2.5435004234313965,-8.797453880310059
44,0.684546947479248,-2.0,0.0,-2.0085470085470085,0.006105006105006083,0.588,0.366,0.3766458810020111,0.1429222505880653,0.0037764744671974606,0.0008587435744146599,-6.961879170808625,2.668269085837929,-2.5905728340148926,-8.754645347595215
45,0.6999390125274658,-2.0,0.0,-1.9963369963369964,0.006105006105006083,0.588,0.366,0.3766458810020111,0.1429222505880653,0.0037764744671974606,0.0008587435744146599,-6.961879170808625,2.668269085837929,-2.5502285957336426,-8.778794288635254
46,0.715972900390625,-2.0,0.0,-1.9841269841269842,0.006105006105006083,0.588,0.366,0.3766458810020111,0.1429222505880653,0.0017150670070567836,-0.004519750572024132,-6.961879170808625,2.668269085837929,-2.5528783798217773,-8.78429126739502
